Feature ID	WT_01	WT_02	Mu_01	Mu_02
AT1G17760	8.573370367	6.831430686	5.543335484	5.159185176
AT1G17770	0	0	0	0
AT1G17780	14.84044006	7.834378388	10.49613702	10.23094462
AT1G17790	5.471042946	4.561852385	4.905012004	4.647307795
AT1G17800	0	0	0	0
AT1G17810	0	0	0	0.030454947
AT1G17820	6.218453185	5.906172246	6.457625882	6.141566389
AT1G17830	1.151453911	1.401511021	0.915823254	0.989201215
AT1G17840	31.38162782	26.80841541	31.16183684	35.72365297
AT1G17850	7.660735665	9.225920437	7.014892545	8.757713035
AT1G17860	8.726834863	7.809102281	8.531374036	7.018874905
AT1G17870	1.511572776	1.4917586	2.752263172	2.964139309
AT1G17880	126.8533093	167.6671974	90.85249195	92.84476388
AT1G17890	29.01993137	33.67150952	28.63888121	26.99120446
AT1G17910	0	0	0	0
AT1G17920	1.403514346	1.119672358	1.821816308	1.841291732
AT1G17930	5.831831071	3.98333265	4.065467754	3.793503158
AT1G17940	11.88118487	8.564987994	13.95879726	13.20580251
AT1G17950	0.032585223	0.040197607	0.052891968	0.031810911
AT1G17960	0.04676448	0.019229782	0.094884472	0
AT1G17970	13.71333407	11.86787376	17.0496994	18.06358798
AT1G17980	12.03015956	8.48654897	10.04993278	9.376490258
AT1G17990	29.3557763	22.1093222	40.86498323	35.14069518
AT1G18000	27.92391993	25.42075684	25.94907521	29.39207488
AT1G18010	0.430417873	0.27496649	0.860835936	1.890854977
AT1G18020	0.268991614	0.484985205	0.604556535	0.727199043
AT1G18030	7.163070783	5.451616144	6.992859268	5.68273947
AT1G18040	4.083329924	3.655923954	2.490049604	3.323130509
AT1G18050	0	0	0	0
AT1G18060	86.92862457	99.49523532	77.2229055	86.2995126
AT1G18070	56.70374366	56.35811194	42.52458186	42.5821996
AT1G18075	0	0	0	0
AT1G18080	146.3548569	230.9284724	120.3918359	113.0898263
AT1G18090	3.038097588	4.195345019	3.958793835	3.320042097
AT1G18100	0.017035943	0	0.041478827	0.024946685
AT1G18130	0	0	0	0
AT1G18140	0.025267188	0.038962465	0.046140093	0.055500238
AT1G18150	32.84448001	32.01018878	28.18398257	30.07340524
AT1G18160	17.52296927	14.07154039	16.81751708	16.12441333
AT1G18170	43.09290841	41.20131405	38.6175005	41.93646218
AT1G18180	0.729327315	1.056179926	0.540446825	0.773909293
AT1G18190	6.334585661	5.528263225	5.871161134	5.808466009
AT1G18200	1.531875182	0.706446204	0.836587037	0.545079212
AT1G18210	62.76361941	55.36551839	45.42557773	38.92861964
AT1G18220	0	0	0	0
AT1G18250	0.623002599	2.858448456	1.809606727	1.600522086
AT1G18260	24.09719867	19.77903898	22.43657525	17.57830543
AT1G18265	3.816181996	3.133651629	3.049688924	4.114048326
AT1G18270	13.23180851	9.580718057	10.40052579	9.91002357
AT1G18280	0	0	0	0
AT1G18290	0	0	0	0
AT1G18300	2.943491004	1.822631205	2.453988641	1.710710142
AT1G18310	0	0.015433132	0.045690523	0.036639644
AT1G18320	1.535623302	2.195743951	0.764776991	0.971029194
AT1G18330	6.885339517	6.260557195	7.840204669	8.1921029
AT1G18335	6.746049534	4.51960394	5.181272412	4.754586906
AT1G18340	7.534477602	7.035103232	6.291718498	6.408220216
AT1G18350	0.112111536	0.276604855	0.109186911	0.06566848
AT1G18360	26.49525961	36.84925585	30.88821355	40.61350146
AT1G18370	0.258194521	0.772151591	0.676272491	0.630147823
AT1G18390	5.915119614	3.110740759	3.398232632	3.595265074
AT1G18382	0	0	0	0
AT1G18400	1.956920099	1.61432692	1.607712785	1.933859166
AT1G18410	0.057015414	0.052751285	0.060733824	0.020872716
AT1G18415	0	0	0	0
AT1G18420	0.768471283	0.23269027	0.663376147	0.429665929
AT1G18430	0	0	0	0
AT1G18440	11.18766162	15.29109484	10.37187205	10.3215955
AT1G18450	19.20749681	18.26578099	18.19898174	16.75300997
AT1G18460	12.89191514	11.95832503	13.4731322	13.79571964
AT1G18470	35.77130582	26.90694558	26.65163878	24.54519494
AT1G18480	9.296460901	9.613252315	9.08840493	7.875265048
AT1G18485	5.067792681	5.740959051	5.457064886	6.132715881
AT1G18486	0	0	0	0
AT1G18490	9.070867088	9.54330232	7.182307087	8.077778845
AT1G18500	44.91253431	62.93571477	42.80381329	39.79892406
AT1G18510	0	0	0	0
AT1G18520	0	0	0	0
AT1G18530	0.077200855	0.095236102	0.187967341	0.301465426
AT1G18540	134.5150926	218.8762334	117.0706879	94.72369306
AT1G18550	0.638405698	0.574521694	0.675263196	0.75094766
AT1G18560	2.750742082	2.303368651	2.313668158	2.66910209
AT1G18570	20.73024991	11.63573276	15.45991601	7.991385488
AT1G18580	9.022196915	7.537794271	8.485382802	8.007604542
AT1G18590	28.368907	29.43221777	23.59783089	19.23782926
AT1G18600	12.84192275	12.41557399	11.56991839	12.49592799
AT1G18610	3.619606972	3.506371801	2.776496187	2.80804528
AT1G18620	19.40753589	15.88540348	32.42482027	38.98233231
AT1G18630	10.70347194	11.46079623	6.485498972	5.375196785
AT1G18640	18.83623533	16.46662414	21.46844347	22.60311264
AT1G18650	10.75125339	10.56914407	20.42006887	23.29980558
AT1G18660	23.76965877	17.68730298	18.21655818	19.71919461
AT1G18670	4.373238087	3.345196958	6.002190745	7.465290454
AT1G18680	7.309329808	5.838966617	6.725691457	6.817491024
AT1G18690	3.441350438	2.529960466	2.823481249	2.798772107
AT1G18700	12.4838227	8.967423253	11.13442644	11.42547536
AT1G18710	29.70404658	7.261433631	42.86293681	28.12559273
AT1G18720	148.4837106	116.4064722	115.6725896	93.82838972
AT1G18730	99.38137896	103.0734027	104.3069059	115.5553871
AT1G18735	0	0	0	0
AT1G18740	15.38248136	12.03784331	20.0156811	16.88545655
AT1G18745	0	0	0	0
AT1G18750	3.373841621	1.968955754	2.732925152	2.831289517
AT1G18760	0	0	0	0
AT1G18770	0	0	0	0
AT1G18773	3.960676336	3.097974381	4.437356065	3.23614268
AT1G18780	0	0	0	0
AT1G18790	0	0	0	0
AT1G18800	14.86629289	20.23066347	9.190810409	8.270153551
AT1G18810	7.148637779	8.304853571	7.967981411	9.01182047
AT1G18820	0	0	0	0
AT1G18830	0.008383323	0.01034179	0.051028934	0
AT1G18835	0.081590201	0.050325432	0	0
AT1G18840	8.600436947	9.60222035	9.576617412	10.88360444
AT1G18850	6.500990681	8.0507211	3.712354976	3.533108535
AT1G18860	0.008337481	0	0.020299959	0
AT1G18870	4.929654597	5.652484714	7.032315954	7.903626848
AT1G18871	0	0	0	0
AT1G18880	0.652889578	0.48789509	1.161663317	0.974448588
AT1G18879	0	0	0	0
AT1G18890	18.90933933	9.867468911	12.70990068	8.346647889
AT1G18900	5.748917184	5.849933826	4.601998804	4.198269127
AT1G18910	3.547668031	2.743615247	2.309260182	1.547087333
AT1G18940	0.987545915	0.66623105	1.333723989	0.813441813
AT1G18950	10.63896192	10.2207064	9.841614802	10.01988948
AT1G18960	0.011888631	0.014665988	0	0.034818375
AT1G18970	0	0	0	0
AT1G18980	0.030802361	0	0.07499707	0
AT1G18990	0.077468294	0.00868782	0.120029953	0.206256657
AT1G19000	131.6430213	121.3295268	129.5446399	122.5490051
AT1G19010	3.397875422	3.955676666	3.63749793	2.828011363
AT1G19020	17.40210207	9.68759771	5.656921868	1.837216438
AT1G19025	1.544433053	1.353933077	1.552148417	1.135611813
AT1G19040	0	0	0	0
AT1G19050	13.6789966	15.75585129	15.78785908	17.66262396
AT1G19060	0	0	0	0
AT1G19080	8.752047214	8.260431554	7.746307558	6.9630849
AT1G19070	0	0.119423049	0.235705078	0.141760528
AT1G19086	0	0	0	0
AT1G19090	0	0	0	0
AT1G19100	3.946878844	3.877752876	3.477830239	3.371454151
AT1G19110	17.82561992	14.64619999	17.73082439	18.20491919
AT1G19115	0	0	0	0
AT1G19120	22.47118603	19.30449448	22.72909904	21.1454217
AT1G19130	61.85689231	47.58249032	53.81831764	45.26941321
AT1G19140	8.427855599	8.842806516	4.037806601	3.92800939
AT1G19150	73.85301736	103.2392218	94.4212395	124.0223848
AT1G19160	0.092670352	0.042869812	0.056408053	0.067851193
AT1G19170	8.219311869	7.23395312	7.920811749	7.99028478
AT1G19180	20.8887212	30.58731633	16.95965181	11.790911
AT1G19190	0.675192233	0.204818114	0.70069858	0.389005295
AT1G19200	1.866320123	1.829521951	2.028609276	1.80570377
AT1G19210	0.326878656	0.339572449	0.376995146	0.352701792
AT1G19220	3.478358236	2.838749625	3.666617543	3.92446701
AT1G19230	0.094893239	0.073163553	0.028880557	0.092638322
AT1G19240	10.77770026	9.342803761	8.953978568	6.504903973
AT1G19250	9.590425529	0.250069811	0.374426634	0
AT1G19260	0.211216192	0.006513984	0.064283203	0.061859139
AT1G19270	14.62064411	9.871185449	10.40598735	8.938526978
AT1G19290	2.668675744	2.804396277	2.133065842	2.578945113
AT1G19300	8.121102468	11.68472266	10.2781087	9.419552529
AT1G19310	29.06445969	18.791131	25.18006896	24.68179659
AT1G19320	0.014117749	0.017415861	0.137494629	0.082693641
AT1G19330	16.70241424	10.789314	16.54683561	13.25001997
AT1G19340	4.507858621	1.439307352	3.154348824	2.773575541
AT1G19350	33.03295265	27.70766282	39.6863938	38.39839348
AT1G19360	19.43087478	19.35139452	21.32138301	20.35581808
AT1G19370	16.77118344	15.86516774	17.72901722	17.54095535
AT1G19371	0	0	0	0
AT1G19373	0	0	0	0
AT1G19376	0	0	0	0
AT1G19380	6.288049553	11.98005455	5.000986319	2.480076351
AT1G19390	0.005153247	0	0	0
AT1G19394	3.478931488	0.635801583	1.359453935	1.257875104
AT1G19396	15.80357192	6.512694576	10.4176977	8.791959853
AT1G19397	0	0.020143647	0	0.143468486
AT1G19400	51.46101875	33.86543389	43.97986086	45.78695473
AT1G19410	0	0	0	0
AT1G19430	7.666395058	7.036158413	9.247478917	9.413143978
AT1G19440	5.698120603	7.531376556	10.22993917	11.62669198
AT1G19450	7.644663468	11.70345877	13.27551825	14.50530302
AT1G19460	0	0	0	0
AT1G19464	0	0	0	0
AT1G19470	0	0	0	0
AT1G19480	4.194454626	3.169009091	3.553460405	4.152700904
AT1G19485	8.195136111	6.480684728	8.346806478	7.855676061
AT1G19490	1.398242675	0.840776786	0.701412691	0.329250258
AT1G19500	0	0	0	0
AT1G19510	0.828369106	0.638680142	0.958027091	0.727816359
AT1G19520	8.200682869	12.84265776	7.263875352	7.611853586
AT1G19530	0.017425336	0.042992298	0.254561484	0.20413516
AT1G19540	0.341036396	0.224377322	0.774993024	0.66586492
AT1G19550	0.290422264	0.423408991	0.128566406	0.077323924
AT1G19570	504.4967272	1273.572973	299.320259	270.4011726
AT1G19580	21.74744361	24.73316358	18.35965493	17.97261659
AT1G19600	21.98133512	19.61374296	16.97371192	16.74546233
AT1G19610	0.110137563	0.169834132	1.005604057	0.322561201
AT1G19620	0.664866064	0.80441563	1.182972655	0.861262074
AT1G19630	1.176301497	0.799158011	0.76789453	0.923672369
AT1G19640	0.729254143	8.929897923	0.616778926	0.786864603
AT1G19650	16.20168685	13.07033131	12.53760741	12.52093438
AT1G19660	106.1202953	47.48484835	111.320819	80.98959713
AT1G19670	146.7727469	628.7212385	222.4746813	157.3123547
AT1G19680	19.58395363	13.97190124	16.60173372	12.36968593
AT1G19690	14.48242058	13.59681949	14.4071958	14.36225233
AT1G19700	13.47143543	9.64294606	10.71659188	9.521293612
AT1G19710	10.89108715	8.634556107	9.097096848	9.018826111
AT1G19715	33.60079565	29.39115015	34.35333295	35.70774751
AT1G19720	18.2667939	18.57746346	22.71201597	27.44749876
AT1G19730	13.22852961	8.5409346	10.83380213	8.201345681
AT1G19740	108.7184772	105.7806969	104.5200821	105.9152945
AT1G19750	0.30606863	0.233205452	0.175343704	0.263643195
AT1G19770	46.40556667	35.10678336	62.58881569	64.10297327
AT1G19780	0	0	0.013129461	0
AT1G19790	0.00685266	0.025360625	0	0.020069468
AT1G19800	21.42465139	23.77555721	23.59385442	21.88497872
AT1G19830	0	0	0	0
AT1G19835	17.14088116	16.51596224	21.53674428	21.54225991
AT1G19840	0.712854648	0.68396837	0.964248046	0.92788709
AT1G19850	1.799843578	2.278273308	2.164715435	2.667366088
AT1G19860	9.505167945	7.853307372	7.725322168	7.747059517
AT1G19870	17.50845399	12.61407972	18.34576505	18.94948845
AT1G19880	12.03517603	11.88887428	14.26279361	13.02442559
AT1G19890	0	0	0	0
AT1G19900	0	0	0	0
AT1G19910	206.3379104	158.3825217	189.2695292	173.2472261
AT1G19920	32.62436976	34.06321985	26.73060484	26.67868586
AT1G19930	0	0	0	0
AT1G19940	0.620454943	1.614914698	1.062451508	1.238047224
AT1G19950	5.120704754	6.950898067	5.136384711	6.019950389
AT1G19960	530.2140191	452.6229084	679.7889733	688.4998622
AT1G19968	0	0	0	0
AT1G19970	2.845766193	3.923587995	3.668200708	3.725980273
AT1G19980	3.01365163	2.481726171	2.478130049	2.794549124
AT1G19990	4.562198792	6.706413265	4.922092151	5.360548149
AT1G20000	0	0	0	0
AT1G20010	171.0138348	167.7565049	223.1720988	243.381927
AT1G20015	0	0	0	0
AT1G20020	962.3812167	1061.228089	884.1410513	1053.221256
AT1G20030	16.05936672	14.82869923	7.550552493	12.3908312
AT1G20040	0	0	0	0
AT1G20050	69.96460386	56.84880781	60.06918473	54.22799119
AT1G20060	0.245509596	0.509821442	0.637613468	0.395464793
AT1G20065	0.167321469	0.26833327	0.122217448	0.098007278
AT1G20070	10.28157383	9.603800036	5.038672104	5.419476976
AT1G20080	0.032949041	0.024387851	0.112313279	0.01929965
AT1G20090	18.82193577	15.92372628	32.76861324	33.78947651
AT1G20100	53.45043827	37.70931815	38.10078087	26.10366775
AT1G20110	40.0660126	33.96230183	39.31056563	37.14790742
AT1G20120	0.091524615	0.123170293	0.243101008	0.29241735
AT1G20130	0.031308355	0.100418354	0.045737433	0
AT1G20132	0	0	0	0
AT1G20135	0	0	0	0
AT1G20140	6.898586602	8.131523294	5.349724786	4.826241858
AT1G20150	0	0	0	0
AT1G20160	2.483635218	3.227012212	4.246099185	5.781779978
AT1G20170	0	0	0	0
AT1G20180	0	0	0	0.024121305
AT1G20190	23.41022732	17.46491314	54.86071901	75.08553573
AT1G20200	30.62956761	30.98710358	28.64522243	26.63431998
AT1G20210	0	0	0	0
AT1G20220	16.26950968	23.94333109	15.03142433	15.8399759
AT1G20225	46.0408577	31.91262128	36.49080749	29.82751607
AT1G20230	0.934999405	1.272067323	0.780521414	0.73544095
AT1G20240	0	0	0	0
AT1G20250	0	0	0	0
AT1G20260	144.2688866	156.0089438	147.3489598	145.6869766
AT1G20270	11.55095452	9.967855689	10.02529917	9.204376604
AT1G20280	0	0	0	0
AT1G20290	0.010615957	0	0.025847554	0
AT1G20300	5.32171767	6.486042999	4.500768067	4.833089914
AT1G20310	0.438003545	0.261977003	0.064632948	0.03887231
AT1G20320	0.010014561	0	0	0
AT1G20330	22.48128757	34.6026661	52.53789324	65.84121637
AT1G20340	2156.729159	2947.243845	2830.029444	3193.427125
AT1G20350	8.496831377	2.000607482	3.847349702	2.476298672
AT1G20360	0	0	0	0
AT1G20370	7.410185924	8.515614308	5.78314122	6.159250511
AT1G20375	0	0	0	0
AT1G20380	3.066469716	2.48309617	2.935424648	2.916843173
AT1G20400	0	0.026538455	0.062854687	0
AT1G20405	0	0	0	0
AT1G20410	7.322923467	7.369569082	7.47249919	6.438200769
AT1G20420	0	0	0	0
AT1G20430	25.76771538	20.19630352	21.39244555	16.74546233
AT1G20440	833.9088164	313.1542728	572.9269211	755.6475732
AT1G20450	595.0477777	424.7506408	485.9774718	566.3746083
AT1G20460	12.98468574	8.316467016	11.87953592	9.065357097
AT1G20470	1.539714102	1.233385585	0.681612717	0.878450483
AT1G20480	0.297821557	0.559082425	0.693603477	0.511963179
AT1G20490	7.202972878	4.28069859	4.83246208	3.329844808
AT1G20500	0	0	0	0.020757497
AT1G20510	68.8995254	109.178628	61.70349016	49.48058765
AT1G20515	0	0	0	0
AT1G20520	0.052576444	0.02161969	0.085341494	0.102654175
AT1G20530	0.125613532	0.21204873	0.289744779	0.309798617
AT1G20540	14.58341199	13.84874127	14.02965697	15.18536983
AT1G20550	2.440674351	1.481088623	2.168399579	1.683832071
AT1G20560	14.71135497	12.56064163	14.42810734	14.97228263
AT1G20570	0.258021008	0.333700023	0.405306582	0.316893544
AT1G20575	12.40023655	10.38910549	12.67421191	11.65205087
AT1G20580	41.34744061	40.89628197	36.75328863	30.9886281
AT1G20590	0	0	0	0
AT1G20600	0.013659278	0	0	0
AT1G20610	0.272835318	0.705983718	0.567080956	0.877012757
AT1G20620	4985.327664	3954.068316	4729.511792	3860.840638
AT1G20630	38.81207157	49.37419913	58.22323217	65.01952062
AT1G20640	12.42967457	9.240395619	10.98894104	11.68145635
AT1G20650	24.3087248	19.32771888	19.72340893	23.47051817
AT1G20670	7.54588374	7.460797831	7.654212264	8.669775428
AT1G20680	0	0.014399334	0.028419942	0.034185314
AT1G20690	1.018573755	0.403329802	0.443951729	0.441942099
AT1G20691	0	0	0	0
AT1G20693	483.7795626	267.6969033	300.7241012	260.0262539
AT1G20696	309.4835735	220.3001918	222.4735996	214.2282688
AT1G20700	0.031316393	0.01931618	0	0.045858348
AT1G20710	0	0	0	0
AT1G20720	0.546270449	1.420281258	1.237451659	1.397353772
AT1G20730	0	0	0	0
AT1G20735	0	0	0	0
AT1G20740	0	0	0	0
AT1G20750	0.003551015	0	0	0
AT1G20760	15.94677626	13.08403941	15.6729429	15.30715778
AT1G20770	24.97631471	22.12838843	20.10425664	17.64501626
AT1G20780	9.149361255	9.832788242	13.91520197	11.51054095
AT1G20790	0	0	0	0
AT1G20795	0.02911154	0	0	0
AT1G20800	0	0	0	0
AT1G20810	49.57574557	58.56469843	50.29694462	52.04667433
AT1G20816	8.970383203	9.085549986	6.44750932	6.640624771
AT1G20823	8.187904936	8.786241955	8.602422564	10.4296642
AT1G20820	0	0	0	0
AT1G20830	15.58654533	14.80283128	14.74085388	13.75549269
AT1G20840	54.8776053	44.3230115	35.15372875	34.43708683
AT1G20850	3.183242645	6.371067955	8.573568073	10.64284349
AT1G20860	0	0	0	0
AT1G20870	0.417677676	0.801505103	0.847462138	0.702240483
AT1G20875	0	0	0	0
AT1G20880	7.752649421	4.59838706	5.965333677	4.988668898
AT1G20890	8.156767639	5.615813915	7.075490465	5.588669636
AT1G20900	0.016081391	0	0	0
AT1G20910	4.691436574	4.639126122	4.478396479	3.92567615
AT1G20920	15.8618663	12.89768926	13.77573266	13.86209233
AT1G20925	0.008596008	0	0	0
AT1G20930	0.572710791	1.53695693	1.345499332	1.177056111
AT1G20940	0	0	0	0
AT1G20950	17.92250853	20.47328369	19.69342212	18.74163764
AT1G20960	21.44909014	22.60421347	20.80146886	20.83922206
AT1G20967	0	0	0	0
AT1G20970	10.02339028	11.28306306	15.62160245	15.28174241
AT1G20980	25.8844812	21.00774598	22.49239487	21.23483706
AT1G20990	0.038117922	0.03134855	0.061872583	0.148848554
AT1G21000	32.85882177	9.56082555	17.72792284	9.123271373
AT1G21010	4.205087159	4.286090298	6.426277073	7.336887162
AT1G21050	6.449687361	3.395630579	3.58094418	2.054900392
AT1G21060	3.762666493	5.297082004	4.7844193	5.051614411
AT1G21065	169.5927899	149.2489177	130.5410831	133.3712851
AT1G21070	1.870368279	3.375011691	3.125253738	3.54443941
AT1G21080	20.25501006	16.32237302	17.98413392	18.76465418
AT1G21090	0.901127421	1.386689871	1.198810746	1.387590481
AT1G21100	3.428409647	2.598486769	3.540685381	0.825980415
AT1G21110	2.316248613	2.411914453	1.565354011	0.386898769
AT1G21120	2.003015409	3.86709068	1.530868031	0.68395801
AT1G21130	323.9661356	219.7030676	311.0508907	262.5307408
AT1G21140	0.868359339	1.272074654	0.660708338	0.1192113
AT1G21150	1.478010107	2.007672982	1.172588638	1.556374261
AT1G21160	7.363187027	6.311463227	6.914310986	6.868457445
AT1G21170	7.182917327	6.353783201	7.092133785	6.808388069
AT1G21190	34.25468245	27.57903135	26.41921332	21.14927921
AT1G21200	6.991213374	5.252687964	6.67197438	5.864770216
AT1G21202	0	0	0	0
AT1G21210	0.056558277	0.046514078	0.02295119	0.082821452
AT1G21230	0	0	0	0
AT1G21240	12.30136921	3.036308184	5.778278943	1.730032472
AT1G21245	0.024346777	0.030034539	0	0.071304697
AT1G21250	158.5249572	161.0089668	182.878239	134.7482835
AT1G21270	85.779374	76.8637504	99.03221876	97.44787474
AT1G21280	6.574754542	5.530733963	7.897330092	6.271811763
AT1G21281	0	0	0	0
AT1G21310	135.9794413	73.55353897	80.91728392	21.0303405
AT1G21320	0.21185111	0.070361476	0	0
AT1G21323	0	0	0	0
AT1G21326	0.288002079	0.125394201	0.164993554	0.248080923
AT1G21327	0	0	0	0
AT1G21340	0	0	0	0
AT1G21350	26.9905	33.37691967	28.92571022	32.58099768
AT1G21360	0.080932839	0.028525695	0.084451677	0.033861282
AT1G21370	10.18258096	8.731477122	8.42594054	7.027945738
AT1G21380	32.74555571	27.63288162	27.52760561	26.15351281
AT1G21390	6.905762394	4.602096454	5.460095978	4.358040139
AT1G21395	0	0	0	0
AT1G21400	25.4187073	12.05323697	18.12312833	13.75954511
AT1G21410	6.185499188	5.514494981	6.138041466	5.125126349
AT1G21420	0	0	0	0
AT1G21430	0	0	0.025254115	0
AT1G21440	27.75497449	39.55188108	31.22063784	29.40265432
AT1G21450	10.86543243	7.936176071	10.83012522	8.643320735
AT1G21460	13.03602565	15.93155806	6.330230795	4.767897906
AT1G21470	0	0.042149311	0.083190027	0
AT1G21480	5.800419797	5.396931765	5.847439962	6.91027484
AT1G21475	0	0	0	0
AT1G21500	190.5970244	308.262438	408.948692	421.3885677
AT1G21510	0.185094614	0.228335419	0.405598723	0.379462171
AT1G21520	19.54322651	9.582009708	15.78334568	7.021158209
AT1G21528	0	0.060674613	0	0
AT1G21529	0	0	0	0
AT1G21530	0	0	0	0
AT1G21540	2.537605943	3.424671609	3.323172732	2.891267948
AT1G21550	2.483559465	0.950151936	1.683954834	0.828641435
AT1G21560	11.9134056	9.023121186	9.536165928	11.38743483
AT1G21580	15.84402711	13.22927086	15.58890412	14.98520274
AT1G21590	70.5720009	55.21203133	57.06123242	59.06893527
AT1G21600	76.13929234	78.08518577	74.30587031	81.55643992
AT1G21610	16.74620505	11.67005961	14.12236252	13.92284947
AT1G21620	0	0	0.032037583	0
AT1G21630	23.13072179	21.46636639	26.26771127	27.7486967
AT1G21640	20.58044124	20.11560074	20.46050837	18.95891574
AT1G21650	4.940932479	4.016319217	4.113067457	3.556173612
AT1G21651	0.960765341	0.6335707	0.743818492	0.518673727
AT1G21670	22.62319533	23.81227648	25.65667824	25.57719748
AT1G21680	126.616147	78.14931788	89.07108144	91.85645071
AT1G21690	11.50677578	12.7515674	10.16130999	9.065821297
AT1G21695	0.908606798	0.568112503	0.697013587	0.947770385
AT1G21700	12.21556152	11.18239555	12.74977595	12.11236754
AT1G21710	5.439768028	5.680682541	6.697216757	6.074050504
AT1G21720	58.47737706	56.23888942	56.68013871	48.17634245
AT1G21722	0	0	0	0
AT1G21730	7.267290005	6.444910008	7.302399293	8.162604049
AT1G21738	0	0	0	0
AT1G21740	0.404886385	0.59411089	0.529224609	0.536728539
AT1G21750	160.1370022	157.2126497	118.6859424	64.81022725
AT1G21760	19.05434073	13.73636476	15.1644076	13.69406697
AT1G21770	105.4720241	59.55786112	99.74033438	71.01012836
AT1G21780	28.04133993	18.70651506	24.35546178	22.22620777
AT1G21790	17.17781687	11.43204275	14.31908348	18.06480178
AT1G21800	0	0	0	0
AT1G21810	0.159408929	0.502547912	0.546251652	0.414989192
AT1G21830	7.613110421	4.799189248	5.829016645	6.310360681
AT1G21835	0	0	0	0
AT1G21840	4.112862179	2.502092143	4.069586979	3.41011006
AT1G21850	0	0	0	0
AT1G21860	0	0	0	0
AT1G21864	0	0	0	0
AT1G21866	0	0	0	0
AT1G21870	0	0	0	0
AT1G21880	7.821068184	12.22922676	9.304712355	11.00471923
AT1G21890	0	0	0	0
AT1G21900	30.25038303	27.11189821	24.31345019	14.60700477
AT1G21910	0.282937154	0.103417898	0.102057869	0.460356353
AT1G21920	21.49965583	10.94349392	24.10988617	17.66531536
AT1G21925	0	0	0	0
AT1G21928	0	0	0	0
AT1G21930	20.72697843	18.38486407	17.02659049	17.72752704
AT1G21940	0	0	0	0
AT1G21950	0	0	0	0
AT1G21960	0	0	0	0
AT1G21970	0	0	0	0
AT1G21975	0	0	0	0
AT1G21980	6.768179164	7.04779715	7.493245736	6.802760582
AT1G21990	0	0	0	0
AT1G22000	0.0146139	0.048074454	0.059302795	0.042799904
AT1G22010	0	0	0	0
AT1G22015	0	0	0	0
AT1G22020	10.08085773	8.613852704	10.25823447	10.59370332
AT1G22030	1.677652015	1.909498321	1.06067285	0.950097153
AT1G22040	9.184801615	6.410249803	6.883409008	6.102952683
AT1G22050	10.62208112	7.842024872	9.127928493	8.871241215
AT1G22060	10.1783036	9.1184752	14.00075333	14.61569473
AT1G22065	0.39603036	0.219846976	0.385699218	0.579929431
AT1G22067	0	0	0	0
AT1G22070	63.77513694	42.22869933	42.52141142	37.53941831
AT1G22080	0	0	0	0
AT1G22090	0.020744447	0	0	0
AT1G22100	0	0	0	0
AT1G22110	0.088991258	0.043912366	0.043334883	0.06950127
AT1G22120	0	0	0	0
AT1G22130	0	0	0.058635419	0
AT1G22140	29.81871468	26.60309309	25.51966175	22.35402237
AT1G22150	0.086640432	0.00763435	0.030135809	0
AT1G22160	27.06894637	8.224485411	13.87301969	12.03838168
AT1G22170	1.551005109	4.886049906	3.008287653	2.669008555
AT1G22180	20.88542734	10.45182095	12.6064535	9.787571954
AT1G22190	7.503185422	3.884141545	5.57715439	4.219515745
AT1G22200	22.78871844	22.65005459	20.38695868	16.26011663
AT1G22210	0	0	0	0
AT1G22220	0.111719472	0.325753462	0.123642131	0.26770431
AT1G22230	0.347954408	0.941946931	0.941326143	1.670123237
AT1G22240	0.031518695	0	0.019185297	0
AT1G22250	14.74762837	8.461809171	9.221889133	9.171108952
AT1G22260	0.289143737	0.361787536	0.331886798	0.169363746
AT1G22270	24.63609318	29.40960201	19.51380521	17.72630428
AT1G22275	0.331045003	0.287961631	0.341009643	0.211309012
AT1G22280	37.05080789	24.78270632	36.31075863	28.78104882
AT1G22290	0	0	0	0
AT1G22300	134.5714563	113.8096529	117.0108796	100.6657934
AT1G22310	6.329635508	5.083548694	6.244783073	5.348892904
AT1G22320	0	0	0	0
AT1G22330	2.587398353	3.98981549	9.787117663	10.85241276
AT1G22340	6.473797928	5.067159111	5.233811933	3.855421563
AT1G22360	30.68581381	35.29992569	28.05849691	24.84040055
AT1G22370	21.20444322	12.03954742	21.13898167	20.08696908
AT1G22380	1.492357102	1.803422218	1.297702114	1.627856846
AT1G22400	11.82339812	2.979836719	3.869275597	2.234021147
AT1G22403	0	0	0	0
AT1G22410	55.49047804	76.38918024	48.19290628	42.53702294
AT1G22420	0.042265194	0.010427792	0.020581317	0
AT1G22430	32.29433661	30.56577635	31.87530375	34.67645728
AT1G22440	0.033011462	0	0.040187875	0
AT1G22450	58.4950022	64.25508873	44.10112979	41.97953831
AT1G22460	0.005791897	0	0.014102013	0
AT1G22470	0	0	0.055305102	0
AT1G22480	0.013215314	0	0	0.038703849
AT1G22490	1.83718973	1.523307332	1.857705206	1.705326644
AT1G22500	13.37898944	3.336805689	6.314911201	1.830053801
AT1G22510	11.05566916	8.119153486	9.288054148	8.344714303
AT1G22520	22.15147161	20.60353602	18.88861822	18.96498791
AT1G22530	14.64425794	14.08226053	43.94166576	52.18455188
AT1G22540	17.28409533	17.87602098	15.48748091	17.70483777
AT1G22550	1.85689028	2.808722181	1.421837947	2.459724357
