Feature ID	WT_01	WT_02	Mu_01	Mu_02
AT2G43750	95.15909513	158.0671836	117.7750993	126.9182624
AT2G43760	16.22894933	13.40132284	16.51983564	15.60311607
AT2G43770	17.14537548	19.97995787	13.56560838	13.3062886
AT2G43780	12.78497131	14.38497438	7.965988669	7.76387506
AT2G43790	32.57894763	28.40144519	32.6633338	28.31094095
AT2G43795	0	0	0	0
AT2G43800	2.080564392	4.133932559	2.325249953	2.534743639
AT2G43810	17.1086997	17.44200574	16.01338868	12.21901669
AT2G43820	6.783317259	6.311377095	10.37131898	9.294868954
AT2G43840	0.200236417	0.308768211	0.203138439	0.268782615
AT2G43850	23.70565809	14.58909368	16.23019794	13.77274059
AT2G43860	0.010014561	0	0	0
AT2G43865	0.079550446	0.032711531	0.12912539	0.15532023
AT2G43870	0.063364858	0.117251721	0.154279687	0.03092957
AT2G43871	0	0	0	0
AT2G43880	0	0	0	0
AT2G43890	0	0	0	0
AT2G43900	4.161477998	4.129791923	3.927410677	3.367115439
AT2G43910	98.71240253	67.76424964	64.52616219	70.57599732
AT2G43920	6.788739449	7.63465677	6.134514452	7.086167228
AT2G43930	2.768811033	1.800137611	2.550820597	2.136844273
AT2G43940	16.00771648	11.59821898	11.35751356	10.09765963
AT2G43945	46.64366182	59.58830545	59.03461311	63.26609445
AT2G43950	19.68636342	19.6285612	16.64850216	15.76505213
AT2G43960	0	0	0	0
AT2G43970	463.7664984	355.7890806	369.9007968	303.9116227
AT2G43980	11.28885596	8.435744719	8.430185161	7.710900847
AT2G43990	0.81765708	1.302242929	1.262832108	1.34030714
AT2G44000	0.087964436	0.180857021	0.095188589	0.171748332
AT2G44010	0.048467822	0.019930204	0.039336212	0
AT2G44020	3.291452327	3.566219316	2.714672276	2.444147028
AT2G44030	0	0	0	0
AT2G44040	5.518448234	14.22113443	7.044234332	7.557932436
AT2G44050	50.53347396	64.16600406	47.39692394	50.15892498
AT2G44060	156.1449837	152.6156198	133.3045306	131.8150174
AT2G44065	17.66919365	18.12928209	16.18435385	15.5939208
AT2G44070	0.04534474	0	0	0
AT2G44080	5.636832126	1.905340459	1.735646482	0.502605507
AT2G44090	22.21236637	20.33355908	20.01973375	19.16708696
AT2G44100	51.07297333	43.20353527	43.16854983	39.29039249
AT2G44110	0	0	0	0
AT2G44120	48.94152969	79.29557741	35.54694468	31.62204837
AT2G44140	9.572858146	7.400007553	12.2202668	11.54233997
AT2G44130	0	0.010413359	0.02055283	0.024722251
AT2G44150	8.685938795	8.202778183	9.303884329	8.556815991
AT2G44160	44.39568384	53.45227919	49.13357395	50.91102826
AT2G44175	0	0	0	0
AT2G44180	33.13972153	23.06939815	32.07474699	22.52822865
AT2G44190	0.146792227	0.327677683	0.221252102	0.163776059
AT2G44195	0	0.041740095	0	0
AT2G44198	0	0	0.299988281	0
AT2G44200	10.92260215	10.30521645	9.556332441	9.2724831
AT2G44210	72.54584404	90.10914632	81.11772663	90.87907736
AT2G44220	0	0.022144671	0.043706902	0.078860161
AT2G44230	12.28612448	19.35012856	28.6724585	30.34718346
AT2G44240	0.114609591	0	0.159456858	0.047951212
AT2G44250	0	0.011129663	0.021966597	0.05284564
AT2G44255	0	0	0	0
AT2G44260	3.743442839	1.986540644	2.296905345	3.343593135
AT2G44270	8.855774546	8.079228859	5.390472649	5.300611034
AT2G44280	3.642256644	2.286493392	2.893953517	2.740019692
AT2G44290	56.95955935	31.67763913	35.71251891	17.29606727
AT2G44300	1.224145457	2.534850517	4.435310604	5.292393032
AT2G44304	0	0	0	0
AT2G44310	122.4136927	110.8117731	87.59950473	82.25153268
AT2G44320	0	0	0	0
AT2G44330	0	0	0	0
AT2G44340	0	0	0	0
AT2G44350	56.73084916	60.05707775	45.67296879	41.07631886
AT2G44360	30.59867295	25.01643565	31.96204844	27.44554365
AT2G44370	0.04325438	0.106718469	0.131643793	0.095009715
AT2G44380	0.970274382	0.373073656	0.951099209	0.553569003
AT2G44390	0.077445937	0.02388461	0.047141016	0
AT2G44400	1.936148427	1.910768779	2.491739394	0.891066174
AT2G44410	20.95755161	15.78524972	20.50793617	16.45221222
AT2G44420	11.7479661	8.588947935	12.24310579	9.19436201
AT2G44430	8.953892973	6.509535031	8.966453002	8.215138774
AT2G44440	4.62483139	4.908388222	4.182935184	4.910744408
AT2G44450	0.007299662	0.171094422	0.017773094	0.042757215
AT2G44460	0.012510498	0.131181626	0.015230174	0.054959466
AT2G44470	0	0	0	0
AT2G44480	1.617343639	0.516679751	1.113902602	0.56614347
AT2G44490	144.5513574	107.0912666	155.1021539	160.7297656
AT2G44500	4.143324123	2.988625096	8.288944905	6.492399068
AT2G44510	3.803694327	4.795043806	3.087056945	2.249668586
AT2G44520	21.51153906	21.31779644	16.08146784	16.24612789
AT2G44525	30.90836007	25.26218423	23.45665546	20.9864802
AT2G44530	30.79326377	25.21932004	26.29604467	22.58025932
AT2G44540	0	0	0	0
AT2G44550	0	0	0	0
AT2G44560	0	0	0	0
AT2G44570	0.154123007	0.072429863	0.142954704	0.150460632
AT2G44581	0	0	0	0
AT2G44578	0.483610642	0.419821995	0.043610631	0
AT2G44580	1.176974439	3.376843837	3.191322698	2.428581671
AT2G44590	0.005673365	0.062988715	0.027626828	0.049846958
AT2G44600	3.913327815	1.882297059	2.491293405	2.497238434
AT2G44610	65.4242155	56.9547493	57.58092815	53.8131153
AT2G44620	74.30513774	83.73958307	68.40398458	66.79688957
AT2G44630	0.738109649	0.653723066	0.622085861	0.775998668
AT2G44640	11.50756301	19.92117112	12.44882084	13.57168802
AT2G44650	61.05117453	83.16494651	69.54245837	68.12204703
AT2G44660	6.254024646	7.057411398	6.257485491	4.147951877
AT2G44670	68.08813847	56.07471931	52.32100294	47.07335521
AT2G44680	21.68486239	14.22752269	17.67027745	16.85029652
AT2G44690	0.361414373	0.482999886	0.476648046	0.396929477
AT2G44700	1.278172783	0.992279315	1.341411012	0.871308609
AT2G44710	13.07461534	11.01121815	11.17860705	11.27796572
AT2G44730	17.14409969	12.32585335	17.19786831	17.84734001
AT2G44735	0.718163751	0.599711397	1.076044921	0.938393058
AT2G44740	9.385682392	9.385793497	24.66011449	26.45404242
AT2G44745	0.252077189	0.086379473	0.170487025	0.205072635
AT2G44750	10.08217152	5.995060716	7.181879993	6.691546492
AT2G44760	31.00478232	29.17106015	26.55035772	26.53250853
AT2G44770	12.28881961	9.17632735	13.93461432	13.4713962
AT2G44790	0.304309399	0.406683896	0.617439497	0.111404323
AT2G44798	0	0	0	0
AT2G44800	0.950221017	0.729638754	0.472159615	0.851915413
AT2G44810	0	0	0.051875703	0
AT2G44820	12.04728864	11.96360613	10.05928445	9.490154488
AT2G44830	1.250789009	1.950692616	1.671256096	1.742254021
AT2G44840	0.680560327	2.147308423	0.446119911	0.344970898
AT2G44850	5.46038623	3.179552383	4.19636786	3.854575272
AT2G44860	34.37284743	42.54331146	24.70860301	20.63384856
AT2G44870	68.59316684	75.14230678	65.87935842	65.1205767
AT2G44880	0.292511633	0.40595245	0.195855658	0.299838814
AT2G44890	0.03560343	0.026352547	0.017337326	0
AT2G44900	8.007169655	6.861064134	7.132363392	6.807573183
AT2G44910	0.522577992	0.18868093	0.217232893	0.149315164
AT2G44920	56.70240841	52.34988676	56.36029827	63.70301753
AT2G44925	0	0	0	0
AT2G44930	0.229636209	0.541569639	0.822227016	0.494513469
AT2G44940	20.86841426	21.37960338	13.31591699	15.21790724
AT2G44950	9.117535519	6.974447792	8.222260397	7.611152175
AT2G44970	15.66194495	13.38538752	15.04331875	14.0523401
AT2G44980	3.450703832	3.193977787	2.43852073	1.998167753
AT2G44990	0	0	0	0
AT2G44995	0	0	0	0
AT2G45000	8.50956857	10.23699618	6.91049862	6.788700944
AT2G45010	16.69800864	13.36074115	16.36643595	14.70237907
AT2G45020	0	0	0	0
AT2G45023	0	0	0	0
AT2G45030	13.90020235	15.37507921	10.06334225	8.444558547
AT2G45040	0.009642478	0.118951021	0.023477344	0.141200209
AT2G45050	0.730338026	0.605119469	0.477729327	0.383095474
AT2G45060	16.34635451	17.3980628	14.18488118	12.73145647
AT2G45070	112.1671885	120.2982877	112.349406	87.09721516
AT2G45080	0.623747817	1.816790982	0.42185852	0.202975301
AT2G45100	2.513269593	2.852373586	2.186617876	2.630203021
AT2G45110	0	0	0	0
AT2G45120	0.247396744	0.199038414	0.366652343	0.378028074
AT2G45126	0	0	0	0
AT2G45130	0.079897828	0.016427188	0.032422314	0
AT2G45135	0.01031085	0.050878459	0.025104683	0.030197509
AT2G45140	36.10993527	25.7902685	27.15725922	23.89125444
AT2G45150	5.012160238	5.112175015	4.319831244	5.121936737
AT2G45160	10.9561133	11.87218491	9.964486226	8.677304958
AT2G45161	0	0	0	0
AT2G45170	26.9771549	14.54632374	32.55925125	24.55204687
AT2G45180	800.193011	868.6600057	1461.025225	1892.194433
AT2G45190	6.623311229	8.141536537	11.07608905	12.8052901
AT2G45200	19.38712862	15.58984858	17.15495898	17.76982296
AT2G45210	0.278438202	0.29064152	0.130372431	0.1881843
AT2G45220	2.06938059	0.143227419	0.365831173	0.040004091
AT2G45240	19.78033251	21.83274841	14.98913219	13.3483542
AT2G45245	0	0	0	0
AT2G45250	27.15257681	20.48316173	24.39440525	22.34981316
AT2G45260	24.50166937	18.39738802	20.05779853	19.72798746
AT2G45270	10.99648828	13.35162557	10.50591001	10.93938418
AT2G45280	3.404588711	2.789895077	2.445085205	2.22376153
AT2G45290	4.272493816	5.096854364	3.566604318	3.01134719
AT2G45300	18.92070155	21.28271183	15.52644513	14.58625344
AT2G45310	5.725848125	3.972733711	4.753025331	5.171007871
AT2G45315	0	0	0	0
AT2G45320	3.641256852	2.920326368	3.634230592	3.313417539
AT2G45330	11.6909359	9.676311724	11.61031131	9.951348088
AT2G45340	11.30053774	13.14719813	11.35172491	13.59382203
AT2G45350	1.734965578	1.666476679	0.83840373	1.027879266
AT2G45360	0.058855175	0.018151151	0.035824897	0
AT2G45380	35.80710557	20.40367581	28.09314994	23.02259642
AT2G45390	0	0	0	0
AT2G45400	1.387650054	1.472409235	2.126408578	1.875704929
AT2G45403	1.573901302	2.912381445	2.171528072	2.458401925
AT2G45406	0	0	0	0
AT2G45410	0	0	0	0
AT2G45412	0	0	0	0
AT2G45420	0.009198895	0.022695783	0.022397315	0.080822744
AT2G45430	0	0.010943494	0	0
AT2G45434	0	0	0	0
AT2G45440	10.94926103	16.81757521	8.804832507	9.309163685
AT2G45450	12.53791097	6.294688981	13.0154278	9.535795812
AT2G45460	3.236611294	3.266342554	2.800881631	2.523953742
AT2G45470	39.08396416	134.5546783	103.8136926	137.8951184
AT2G45480	0.02338224	0.144223362	0.265676522	0.251092768
AT2G45490	0.212828529	0.393822573	0.259095658	0.545399282
AT2G45500	10.79427319	7.332696431	9.112334379	6.508031533
AT2G45510	28.91722212	10.52039686	19.64306362	13.52467312
AT2G45520	34.29118174	30.59249701	27.76987104	25.21669621
AT2G45530	15.17652561	9.673266944	13.30141088	12.99982352
AT2G45540	13.7314311	13.88288314	15.02585169	14.36475435
AT2G45550	0.007941234	0	0	0
AT2G45560	47.35318452	43.71871206	35.76846961	44.39988237
AT2G45570	1.172176057	0.0964009	0.034593873	0.04161171
AT2G45580	0.014590592	0	0	0.021365821
AT2G45590	20.32955849	18.6429062	20.88219581	23.06482098
AT2G45600	18.30107067	9.656731445	13.22849421	12.92856012
AT2G45610	0.108520775	0.120485531	0.158534732	0.095347828
AT2G45620	30.05043282	21.67811774	25.35209506	23.81105825
AT2G45630	8.82344755	7.859760235	8.011542697	7.42708249
AT2G45640	35.07890787	30.5059241	31.01803656	25.10420715
AT2G45650	0.011159867	0.027533951	0	0.065368075
AT2G45660	47.82066599	29.71842567	44.54825971	37.78046935
AT2G45670	43.1797472	34.08837733	41.7872404	40.31816903
AT2G45680	2.664553782	2.8761534	4.829665697	4.270363856
AT2G45685	0	0	0	0
AT2G45690	8.439686161	6.040530054	6.319727008	5.130028494
AT2G45695	16.47066877	14.31179436	10.34318046	9.167373266
AT2G45700	8.332505059	7.894997814	9.337088583	8.860532756
AT2G45710	20.2629042	25.54478589	13.79454308	13.7949261
AT2G45720	7.851182505	5.74362794	4.235634949	4.144240822
AT2G45730	14.13234219	14.47600416	10.07541779	10.45677043
AT2G45740	139.6133227	111.4846968	97.16229538	105.937175
AT2G45750	0.234132556	0.471989409	0.250271122	0.418113916
AT2G45760	2.574245934	0.295407198	0.801686473	0.131498109
AT2G45770	31.34175054	33.61697515	31.93489208	31.37128457
AT2G45780	0	0	0	0
AT2G45790	96.78853212	88.23130184	68.65341559	54.86017167
AT2G45800	0.345218918	0.387151907	0.33111914	0.459566719
AT2G45810	32.5185647	26.4313101	31.33106458	29.46549478
AT2G45820	147.9355695	102.0384649	160.1447643	166.3863564
AT2G45830	1.027899025	0.32405243	1.181835854	1.153994408
AT2G45840	0.029198648	0.018009939	0	0.042757215
AT2G45850	15.24102081	12.85543372	15.43321766	16.43936248
AT2G45860	21.7244333	22.11331313	18.35402752	16.34074637
AT2G45870	0.720265032	0.865450775	0.569379598	0.849258621
AT2G45880	4.16132889	3.088518467	4.275384645	3.954001519
AT2G45890	0.277046349	0.341768422	0.430961082	0.405694482
AT2G45900	0.107146078	0.633058103	0.466833358	0.264252634
AT2G45910	13.88712915	10.00922962	11.47197878	9.566403892
AT2G45920	4.465758464	3.387426286	4.609654046	3.280311736
AT2G45930	0.157809358	0.251933555	0.113009284	0.108747802
AT2G45940	0.03992712	0.123136695	0	0
AT2G45950	7.117594316	6.133773865	6.307718189	7.014323453
AT2G45960	259.9625755	237.4710485	381.5109096	412.126452
AT2G45970	3.413398449	4.144076098	5.317050352	5.53140433
AT2G45980	55.48282034	34.37684502	41.8835812	39.62077874
AT2G45990	40.45724304	36.42920763	37.11316555	38.34671839
AT2G46000	6.814450499	4.502853121	5.85025585	4.729827034
AT2G46020	13.18444924	11.64263461	12.6182737	12.51542944
AT2G46030	24.1407611	20.24927239	23.70394639	19.27088008
AT2G46040	0.985454361	1.776230246	1.626238086	1.587361599
AT2G46050	0.288948039	0.263094432	0.100503688	0.100743522
AT2G46060	8.804508262	8.403381018	8.08554801	8.266939587
AT2G46070	8.894935902	9.823165904	8.12972692	9.672947576
AT2G46080	22.78460524	15.20095258	15.14256706	13.32645461
AT2G46090	14.00847716	15.98081488	15.63904932	15.09152843
AT2G46100	52.70182597	64.70079993	53.50423566	51.54235892
AT2G46110	5.218888086	5.803960166	5.45185845	6.073021004
AT2G46120	0	0	0	0
AT2G46130	0	0	0	0
AT2G46140	4.730379757	3.239756792	2.311193759	1.621696308
AT2G46150	2.204108189	0.63340808	0.762290549	0.183386309
AT2G46160	2.506383923	2.37983515	2.958788524	3.692482187
AT2G46170	43.07855439	45.89776617	32.54478736	30.20222283
AT2G46180	10.4938273	8.130956479	11.92425187	12.26646553
AT2G46190	0	0	0	0
AT2G46192	0	0	0	0
AT2G46200	4.063331804	3.05529018	4.466132636	3.694768676
AT2G46210	0.647406929	0.934784274	0.698585496	0.646386966
AT2G46220	157.2997325	100.3600249	141.5653513	130.4565457
AT2G46225	10.42430552	10.44773812	10.70000753	10.43840072
AT2G46230	21.65388401	23.18717913	20.84575708	17.72573638
AT2G46240	7.789040751	7.667225035	7.223813499	6.979899156
AT2G46250	8.401643622	5.888075531	9.735374833	10.42280493
AT2G46255	0	0	0	0
AT2G46260	15.8588862	11.00508186	14.36657233	13.49242521
AT2G46270	5.010347472	2.459880034	5.607903016	2.550369431
AT2G46280	53.20934038	58.69257607	39.07952173	34.5952849
AT2G46290	2.526606105	3.29196258	2.350102141	2.854566529
AT2G46300	0.020833023	0.025699922	0.101447788	0.183041774
AT2G46308	0	0	0	0
AT2G46310	2.502561148	3.242666278	2.915089073	3.40099722
AT2G46320	6.829623397	5.588266272	6.239960663	5.822083135
AT2G46330	68.14750662	68.39683698	162.1127847	158.7983237
AT2G46340	27.3879127	22.7511753	23.35099618	26.54589953
AT2G46360	0	0	0	0
AT2G46370	34.08938392	35.14785158	32.25646699	34.15029507
AT2G46375	0	0	0	0
AT2G46380	2.431289808	1.952358002	2.312019496	2.25707924
AT2G46390	113.1445083	84.10059351	82.35454142	68.98360573
AT2G46400	18.95540012	9.013606077	7.24243393	3.157245925
AT2G46410	1.127872765	0.876041679	1.322208621	0.734047664
AT2G46420	22.79050504	16.2352492	19.35113878	18.36947839
AT2G46430	45.54856403	32.52702356	43.71183405	34.62107108
AT2G46440	82.57970912	71.82194012	82.5602363	83.24832463
AT2G46450	27.00736407	18.32111585	12.67237147	11.87066055
AT2G46455	0.112421522	0.242698454	0.068430506	0.041156282
AT2G46460	3.788116488	8.411536473	8.054964833	11.90788432
AT2G46470	11.28554353	11.27152819	11.82079903	10.48747538
AT2G46480	0.19983687	0.15170565	0.168424422	0.202591605
AT2G46490	54.77686593	27.42417621	78.50943301	58.98813067
AT2G46493	0	0	0	0
AT2G46494	0.011200859	0.027635086	0	0
AT2G46495	0	0	0	0
AT2G46500	18.45588225	15.70015684	17.18879776	15.16825703
AT2G46505	63.20239353	64.5329572	51.90966519	50.99649364
AT2G46510	13.09591787	13.4362301	10.67046762	9.176579497
AT2G46520	14.33180343	18.87736692	12.91178348	12.88685316
AT2G46530	14.91850901	8.839474359	12.25238358	14.10329766
AT2G46535	9.596174735	8.628658437	8.116924289	7.938589548
AT2G46540	53.56290859	51.44916563	46.77122676	37.72018447
AT2G46550	55.87555511	32.34295546	48.5714165	43.88609228
AT2G46560	12.31591493	10.29071542	11.21043921	10.91876539
AT2G46567	0.439558021	0.542245194	1.337785577	0.965504134
AT2G46570	0.806049161	1.055951167	1.007329069	0.919205106
AT2G46572	0	0	0	0
AT2G46580	18.79344073	16.68172206	18.61875317	15.94278727
AT2G46590	2.416376287	2.089336214	3.183457727	2.698258727
AT2G46600	267.8890893	130.3582602	185.4391475	121.3499346
AT2G46610	6.150428021	4.052595196	3.335739254	2.955398826
AT2G46620	21.02496095	10.41023044	12.73679057	9.559333947
AT2G46630	5.599635351	11.35214337	13.38327465	14.04828885
AT2G46640	4.376780041	3.81593254	4.001811874	3.488532349
AT2G46650	57.15100685	92.46430883	44.35440305	37.07611502
AT2G46660	2.283536791	1.699515011	1.286592338	0.994882548
AT2G46662	0	0	0	0
AT2G46670	0.201338131	0.082791219	0.163404896	0
AT2G46680	21.42646609	7.177802198	13.36112085	5.599487428
AT2G46685	0	0	0	0
AT2G46690	13.13983658	12.41708431	12.11294144	10.45570331
AT2G46700	4.174454636	3.806276494	4.120145391	4.283711559
AT2G46710	15.64354241	15.82965964	27.94882152	33.35033113
AT2G46720	1.340504878	1.918677033	1.03564112	1.535148173
AT2G46735	5.993714658	4.896859751	5.312507983	6.313231774
AT2G46740	0	0	0	0
AT2G46750	0.006261671	0	0	0
AT2G46760	0.10770627	0.274040307	0.229461235	0.335155685
AT2G46770	0.052956882	0.065328383	0	0
AT2G46780	0.474676012	0.904967584	3.554755	2.927822973
AT2G46787	0	0	0	0
AT2G46790	8.550438619	4.441674112	3.171562849	2.836763242
AT2G46800	11.60052875	7.599342732	10.55693165	9.320255536
AT2G46810	2.025772259	2.764875671	3.358172699	4.140409248
AT2G46820	1055.204844	1336.022204	1266.86188	1505.705105
AT2G46830	2.117951443	1.36093365	0.937591359	1.036351707
AT2G46840	0	0.024348389	0.048056375	0.057805264
AT2G46850	0	0	0	0
AT2G46860	0	0	0	0
AT2G46870	9.203670998	12.12284489	10.20585551	10.04202215
AT2G46880	0	0	0	0
AT2G46890	2.564597648	3.817387322	2.993106358	4.190002737
AT2G46900	16.01917742	10.68004859	13.88273072	12.45159875
AT2G46910	38.45466059	40.77748106	49.82648953	53.70399394
AT2G46915	20.02180133	20.07825833	17.26437747	17.25922161
AT2G46920	4.815606379	4.890790436	4.941584364	5.222062228
AT2G46930	10.39150294	12.76317185	9.58680021	11.90788432
AT2G46940	1.022564619	0.774891111	0.853619348	0.470610997
AT2G46950	0.017260946	0.049684495	0.028017773	0.033701559
AT2G46960	0	0	0	0
AT2G46970	1.422802652	0.276097324	0.797937374	0.468199908
AT2G46980	1.289028782	1.950667914	1.822672479	1.512422459
AT2G46990	0.037244993	0	0	0.054539928
AT2G46995	0	0	0	0
AT2G47000	3.388748322	1.460973533	1.441760548	1.219120096
AT2G47010	1.089530753	0.478918304	0.442128519	0.513481665
AT2G47020	4.836197862	3.653004067	3.453353466	3.039448636
AT2G47015	0	0	0	0
AT2G47030	0.00586994	0	0	0
AT2G47040	0	0	0	0
AT2G47050	0	0	0	0
AT2G47060	22.11770814	14.12818434	20.30025408	20.5530499
AT2G47070	39.04919707	32.33494546	33.73760348	35.58754292
AT2G47090	4.022657318	3.764790436	4.353021437	4.278956068
AT2G47100	0	0	0	0
AT2G47110	151.1421184	205.7946349	126.3558234	119.6817741
AT2G47115	2.318154691	5.394656998	1.139523829	2.998388139
AT2G47120	0	0	0	0
AT2G47130	29.06047613	17.83504954	19.177149	8.901885355
AT2G47140	0.389666271	0.553531033	0.201250609	0.172912163
AT2G47150	0.060685249	0.04990814	0	0
AT2G47160	3.309698391	3.82603928	5.755998469	7.558881051
AT2G47170	187.357682	172.2161053	154.8009025	143.5842577
AT2G47180	7.678721796	22.3099882	3.85756148	2.741889231
AT2G47190	1.757845831	0.515680897	0.548045374	0.156958053
AT2G47200	0	0	0.049251807	0
AT2G47210	22.01298859	21.16302131	19.85132977	20.57765975
AT2G47220	4.472108502	3.707095296	2.650138955	3.066482335
AT2G47230	0.762358443	1.177087501	0.922101075	1.339636986
AT2G47240	18.48573385	19.02274977	16.57776559	16.8619095
AT2G47250	29.26571816	26.88750759	24.87666719	24.16600054
AT2G47260	0.838309977	0.929934619	1.234155304	0.951615689
AT2G47270	0.164834258	0	0.200667837	0.120688017
AT2G47275	0	0	0	0
AT2G47280	0	0	0	0
AT2G47300	0.841945314	0.966293226	0.897492412	0.920080348
AT2G47310	4.166279291	3.729608884	3.755369668	3.74333492
AT2G47320	59.61570765	48.40453877	57.00488209	51.5114759
AT2G47330	12.7336387	12.3034528	11.30449618	11.87547562
AT2G47340	0.01301786	0	0	0
AT2G47350	5.469108392	3.81879724	4.906646319	4.262574471
AT2G47360	0.034135453	0.014036664	0.110816566	0.033324303
AT2G47370	3.000090185	4.114877668	1.802114066	2.65904213
AT2G47380	87.89884459	82.54623003	66.29456658	58.32605899
AT2G47390	89.95643916	84.04313412	82.93789886	92.34411999
AT2G47400	1135.786369	1022.779409	1149.522786	1207.15414
AT2G47410	11.06081073	9.534402934	10.02568808	10.14741637
AT2G47420	18.99153336	15.86261623	14.8375877	13.32164907
AT2G47430	0	0	0	0
AT2G47440	10.31318502	7.892311019	28.79302519	30.82951251
AT2G47450	135.0335557	151.4860178	192.2063837	219.807593
AT2G47460	0.268635597	0.321036771	0.061319009	0.172102939
AT2G47470	100.9737212	111.9503526	82.36818253	49.26749498
AT2G47480	0.40434481	0.436454954	0.287143479	0.493420621
AT2G47485	0.502999385	0.775634234	0.831042646	0.894406628
AT2G47490	7.397336121	7.174166294	7.855822142	5.508356812
AT2G47500	1.565878112	2.320621	2.899944151	2.995780203
AT2G47510	49.09423541	56.73240343	34.75566929	31.08923312
AT2G47520	0.035665892	0.021998983	0.043419356	0
AT2G47530	0	0	0	0
AT2G47540	0	0	0	0
AT2G47550	0.025478298	0.039288	0.031017065	0
AT2G47560	0.024106196	0.029737755	0.117386719	0
AT2G47570	0	0	0	0
AT2G47580	22.1799632	22.84733526	19.00119649	17.02341422
AT2G47585	0	0	0	0
AT2G47590	96.559647	120.2847069	84.4045736	96.81393154
AT2G47600	29.74156647	28.69290318	28.99337132	27.18791288
AT2G47610	103.5098518	178.3013306	94.7398191	81.89537957
AT2G47620	7.129081659	5.176747087	5.434753906	5.149355383
AT2G47630	4.669666567	5.772206381	4.524881239	3.978504275
AT2G47640	32.79668372	29.88593995	29.74460073	23.0634986
AT2G47650	44.40737932	44.82215719	37.29060573	32.95506986
AT2G47660	0	0	0	0
AT2G47670	2.212334306	1.585867838	0.982682199	1.050695675
AT2G47680	3.090989976	3.10515426	3.382314332	3.025267172
AT2G47690	50.87571069	42.45731092	39.76171506	35.56297687
AT2G47700	28.39099992	19.50539358	38.67571948	36.24690221
AT2G47710	108.2718612	88.44243654	93.24481225	88.09479316
AT2G47730	113.3953228	135.6860712	107.7482129	87.84639922
AT2G47720	0	0	0	0
AT2G47740	0	0	0	0
AT2G47750	1.867866627	3.721676614	4.520287451	5.553328883
AT2G47760	17.43766245	14.92150674	16.40598289	15.48407852
AT2G47770	0.221989432	0.057652506	0.170682987	0.136872234
AT2G47780	3.059542393	1.313521576	0.95167553	0.828946643
AT2G47790	11.14199407	12.21651659	8.157621234	7.972660748
AT2G47800	8.742507058	5.209279212	5.13464571	2.675404586
AT2G47810	0	0	0	0
AT2G47820	1.156298388	1.052363663	1.132040629	0.840695844
AT2G47830	11.01034495	8.007473941	8.620548191	8.662195498
AT2G47840	41.57706514	65.19267595	42.81734573	47.51465008
AT2G47844	0.08297779	0.102362613	0.202032924	0
AT2G47850	20.97429059	18.81257822	16.30577914	18.48396159
AT2G47860	2.136706699	2.11700003	3.058639134	2.907166241
AT2G47870	0.8210014	0.916342239	0.666320124	1.144988877
AT2G47880	18.41240392	9.714082416	4.229265162	11.0788544
AT2G47890	53.11707042	38.35056247	39.34106313	43.94009315
AT2G47895	0	0	0	0
AT2G47900	15.42270937	14.12744856	15.08392424	13.68527103
AT2G47910	32.07594704	27.46975204	30.44685163	27.52587439
AT2G47920	1.740663913	1.275468913	1.115299778	1.379883591
AT2G47930	10.24816781	13.81287183	37.55411992	46.99150956
AT2G47940	79.16579659	103.4510348	95.85859744	109.5193575
AT2G47950	0.182966026	0.02507884	0	0
AT2G47960	26.52639981	23.89439379	24.79674215	24.46855025
AT2G47970	25.22340305	23.53507545	21.39220117	21.04957199
AT2G47980	13.18520267	12.72248739	14.09961385	12.37191275
AT2G47990	6.139257398	9.250936427	4.589224694	4.849899906
AT2G48000	10.86305021	9.060079552	10.00967333	9.991753141
AT2G48010	3.287332862	2.710649114	4.016013326	3.293670132
AT2G48020	11.37120778	14.35428377	18.55194863	20.19738558
AT2G48030	8.288729384	8.786009797	15.46399321	17.94174517
AT2G48060	8.366081835	7.96089838	9.32180518	10.04504019
AT2G48070	62.24401698	74.64288775	67.47189249	75.79787087
AT2G48075	0.372231353	0.264917326	0.174288966	0.293504191
AT2G48080	0.160602174	0.128778771	0.195515733	0.094071502
AT2G48090	1.191839765	1.401351988	1.496277425	0.927178779
AT2G48100	17.2811694	14.56789362	13.91846963	12.17100818
AT2G48110	6.871213218	5.753166258	7.111294248	6.352604955
AT2G48120	18.67390141	20.3380164	14.44242719	14.91049885
AT2G48121	0.133066201	0.300946083	0.053997891	0.064952096
AT2G48130	0	0	0	0
AT2G48140	0	0	0	0
AT2G48150	0.332363354	0.246004972	0.283231442	0.048669827
AT2G48160	15.36816274	15.04091869	16.27670342	16.62252726
AT3G29810	0.777544866	0.669435177	0.374686558	0.521859472
AT3G09550	4.543239379	3.724580231	2.338381069	3.149610139
AT3G01015	0.013908478	0.034315403	0.033864127	0
AT3G01010	0	0	0	0
AT3G01020	0	0	0	0
AT3G01030	0	0.013483247	0.079835591	0.032010442
AT3G01040	9.574880784	9.899225662	8.961880117	8.266984439
AT3G01050	32.04275488	21.07662116	20.8250932	18.50966475
AT3G01060	52.5016516	58.76279923	28.57639295	31.05346042
AT3G01070	0.144181266	0.142291292	0.035105012	0.08445308
AT3G01080	5.197462595	3.501573918	5.463465813	4.970980012
AT3G01085	0	0	0	0
AT3G01090	31.24156741	18.44885175	22.28053599	20.05024698
AT3G01100	15.83101215	9.70148205	12.14149279	9.840572238
AT3G01120	110.4512011	148.499514	95.50423687	90.1566497
